symbol,timestamp,coin_name,message,opening_price,opening_price_time,closing_price,highest_price,lowest_price,highest_gain_percent,lowest_gain_percent,highest_price_time_min,lowest_price_time_min,data_points_count,analysis_period,price_data_saved,error
RAYUSDT,2024-12-10 09:19:48+00:00,RAY,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",7.614,2021-08-20T03:30:00+00:00,7.421,8.273,7.2,8.66,-5.44,680.0,1895.0,576.0,48 hours from listing (5m intervals),RAYUSDT.json,
KOMAUSDT,2024-12-10 09:19:48+00:00,KOMA,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.12896,2024-12-10T12:15:00+00:00,0.15054,0.202,0.12896,56.64,0.0,120.0,0.0,576.0,48 hours from listing (5m intervals),KOMAUSDT.json,
VIRTUALUSDT,2024-12-10 09:19:48+00:00,VIRTUAL,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",1.4101,2024-12-10T12:30:00+00:00,1.9295,1.9732,1.4101,39.93,0.0,2355.0,0.0,576.0,48 hours from listing (5m intervals),VIRTUALUSDT.json,
SPXUSDT,2024-12-10 09:19:48+00:00,SPX,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.6,2024-12-10T12:45:00+00:00,0.7282,0.7944,0.6,32.4,0.0,2290.0,0.0,576.0,48 hours from listing (5m intervals),SPXUSDT.json,
RAYUSDT,2024-12-10 09:19:48+00:00,RAY,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",7.614,2021-08-20T03:30:00+00:00,7.421,8.273,7.2,8.66,-5.44,680.0,1895.0,576.0,48 hours from listing (5m intervals),RAYUSDT.json,
KOMAUSDT,2024-12-10 09:19:48+00:00,KOMA,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.12896,2024-12-10T12:15:00+00:00,0.15054,0.202,0.12896,56.64,0.0,120.0,0.0,576.0,48 hours from listing (5m intervals),KOMAUSDT.json,
VIRTUALUSDT,2024-12-10 09:19:48+00:00,VIRTUAL,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",1.4101,2024-12-10T12:30:00+00:00,1.9295,1.9732,1.4101,39.93,0.0,2355.0,0.0,576.0,48 hours from listing (5m intervals),VIRTUALUSDT.json,
SPXUSDT,2024-12-10 09:19:48+00:00,SPX,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.6,2024-12-10T12:45:00+00:00,0.7282,0.7944,0.6,32.4,0.0,2290.0,0.0,576.0,48 hours from listing (5m intervals),SPXUSDT.json,
MOVEUSDT,2024-12-09 12:09:20+00:00,MOVE,$MOVE listed on Binance futures,0.6035,2024-12-09T14:00:00+00:00,0.6825,1.1432,0.601,89.43,-0.41,840.0,1730.0,576.0,48 hours from listing (5m intervals),MOVEUSDT.json,
ACXUSDT,2024-12-06 12:39:13+00:00,ACX,"$ACX, $ORCA listed on Binance futures",1.109,2024-12-06T15:00:00+00:00,1.0296,1.3175,0.9034,18.8,-18.54,70.0,1140.0,576.0,48 hours from listing (5m intervals),ACXUSDT.json,
ORCAUSDT,2024-12-06 12:39:13+00:00,ORCA,"$ACX, $ORCA listed on Binance futures",7.449,2024-12-06T15:00:00+00:00,6.222,8.158,6.0,9.52,-19.45,70.0,1155.0,576.0,48 hours from listing (5m intervals),ORCAUSDT.json,
ACXUSDT,2024-12-06 12:39:13+00:00,ACX,"$ACX, $ORCA listed on Binance futures",1.109,2024-12-06T15:00:00+00:00,1.0296,1.3175,0.9034,18.8,-18.54,70.0,1140.0,576.0,48 hours from listing (5m intervals),ACXUSDT.json,
ORCAUSDT,2024-12-06 12:39:13+00:00,ORCA,"$ACX, $ORCA listed on Binance futures",7.449,2024-12-06T15:00:00+00:00,6.222,8.158,6.0,9.52,-19.45,70.0,1155.0,576.0,48 hours from listing (5m intervals),ORCAUSDT.json,
ACXUSDT,2024-12-06 12:39:13+00:00,ACX,"$ACX, $ORCA listed on Binance futures",1.109,2024-12-06T15:00:00+00:00,1.0296,1.3175,0.9034,18.8,-18.54,70.0,1140.0,576.0,48 hours from listing (5m intervals),ACXUSDT.json,
ORCAUSDT,2024-12-06 12:39:13+00:00,ORCA,"$ACX, $ORCA listed on Binance futures",7.449,2024-12-06T15:00:00+00:00,6.222,8.158,6.0,9.52,-19.45,70.0,1155.0,576.0,48 hours from listing (5m intervals),ORCAUSDT.json,
KAIAUSDT,2024-12-04 12:03:46+00:00,KAIA,"$KAIA, $AERO listed on Binance futures",0.3735,2024-12-04T14:00:00+00:00,0.3162,0.3824,0.3079,2.38,-17.56,0.0,2815.0,576.0,48 hours from listing (5m intervals),KAIAUSDT.json,
AEROUSDT,2024-12-04 12:03:46+00:00,AERO,"$KAIA, $AERO listed on Binance futures",1.8635,2024-12-04T14:15:00+00:00,1.9698,1.9755,1.7055,6.01,-8.48,2850.0,600.0,576.0,48 hours from listing (5m intervals),AEROUSDT.json,
KAIAUSDT,2024-12-04 12:03:46+00:00,KAIA,"$KAIA, $AERO listed on Binance futures",0.3735,2024-12-04T14:00:00+00:00,0.3162,0.3824,0.3079,2.38,-17.56,0.0,2815.0,576.0,48 hours from listing (5m intervals),KAIAUSDT.json,
AEROUSDT,2024-12-04 12:03:46+00:00,AERO,"$KAIA, $AERO listed on Binance futures",1.8635,2024-12-04T14:15:00+00:00,1.9698,1.9755,1.7055,6.01,-8.48,2850.0,600.0,576.0,48 hours from listing (5m intervals),AEROUSDT.json,
KAIAUSDT,2024-12-04 12:03:46+00:00,KAIA,"$KAIA, $AERO listed on Binance futures",0.3735,2024-12-04T14:00:00+00:00,0.3162,0.3824,0.3079,2.38,-17.56,0.0,2815.0,576.0,48 hours from listing (5m intervals),KAIAUSDT.json,
AEROUSDT,2024-12-04 12:03:46+00:00,AERO,"$KAIA, $AERO listed on Binance futures",1.8635,2024-12-04T14:15:00+00:00,1.9698,1.9755,1.7055,6.01,-8.48,2850.0,600.0,576.0,48 hours from listing (5m intervals),AEROUSDT.json,
MORPHOUSDT,2024-11-27 12:31:44+00:00,MORPHO,"$MORPHO, $CHILLGUY listed on Binance futures",1.356,2024-11-27T14:30:00+00:00,1.262,1.82,1.1744,34.22,-13.39,405.0,1545.0,576.0,48 hours from listing (5m intervals),MORPHOUSDT.json,
CHILLGUYUSDT,2024-11-27 12:31:44+00:00,CHILLGUY,"$MORPHO, $CHILLGUY listed on Binance futures",0.627,2024-11-27T14:45:00+00:00,0.4754,0.6374,0.4346,1.66,-30.69,0.0,2610.0,576.0,48 hours from listing (5m intervals),CHILLGUYUSDT.json,
MORPHOUSDT,2024-11-27 12:31:44+00:00,MORPHO,"$MORPHO, $CHILLGUY listed on Binance futures",1.356,2024-11-27T14:30:00+00:00,1.262,1.82,1.1744,34.22,-13.39,405.0,1545.0,576.0,48 hours from listing (5m intervals),MORPHOUSDT.json,
CHILLGUYUSDT,2024-11-27 12:31:44+00:00,CHILLGUY,"$MORPHO, $CHILLGUY listed on Binance futures",0.627,2024-11-27T14:45:00+00:00,0.4754,0.6374,0.4346,1.66,-30.69,0.0,2610.0,576.0,48 hours from listing (5m intervals),CHILLGUYUSDT.json,
WHYUSDT,2024-11-25 09:35:12+00:00,WHY,"$WHY, $CHEEMS listed on Binance futures",,,,,,,,,,,,,not currently listed on Binance futures
CHEEMSUSDT,2024-11-25 09:35:12+00:00,CHEEMS,"$WHY, $CHEEMS listed on Binance futures",,,,,,,,,,,,,not currently listed on Binance futures
WHYUSDT,2024-11-25 09:35:12+00:00,WHY,"$WHY, $CHEEMS listed on Binance futures",,,,,,,,,,,,,not currently listed on Binance futures
CHEEMSUSDT,2024-11-25 09:35:12+00:00,CHEEMS,"$WHY, $CHEEMS listed on Binance futures",,,,,,,,,,,,,not currently listed on Binance futures
WHYUSDT,2024-11-25 09:35:12+00:00,WHY,"$WHY, $CHEEMS listed on Binance futures",,,,,,,,,,,,,not currently listed on Binance futures
CHEEMSUSDT,2024-11-25 09:35:12+00:00,CHEEMS,"$WHY, $CHEEMS listed on Binance futures",,,,,,,,,,,,,not currently listed on Binance futures
SLERFUSDT,2024-11-21 09:30:10+00:00,SLERF,"$SLERF, $SCRT listed on Binance futures",0.422,2024-11-21T11:30:00+00:00,0.3317,0.4332,0.3038,2.65,-28.01,0.0,1880.0,576.0,48 hours from listing (5m intervals),SLERFUSDT.json,
SCRTUSDT,2024-11-21 09:30:10+00:00,SCRT,"$SLERF, $SCRT listed on Binance futures",0.338,2024-11-21T11:30:00+00:00,0.5015,0.634,0.3283,87.57,-2.87,1755.0,800.0,576.0,48 hours from listing (5m intervals),SCRTUSDT.json,
SLERFUSDT,2024-11-21 09:30:10+00:00,SLERF,"$SLERF, $SCRT listed on Binance futures",0.422,2024-11-21T11:30:00+00:00,0.3317,0.4332,0.3038,2.65,-28.01,0.0,1880.0,576.0,48 hours from listing (5m intervals),SLERFUSDT.json,
SCRTUSDT,2024-11-21 09:30:10+00:00,SCRT,"$SLERF, $SCRT listed on Binance futures",0.338,2024-11-21T11:30:00+00:00,0.5015,0.634,0.3283,87.57,-2.87,1755.0,800.0,576.0,48 hours from listing (5m intervals),SCRTUSDT.json,
SLERFUSDT,2024-11-21 09:30:10+00:00,SLERF,"$SLERF, $SCRT listed on Binance futures",0.422,2024-11-21T11:30:00+00:00,0.3317,0.4332,0.3038,2.65,-28.01,0.0,1880.0,576.0,48 hours from listing (5m intervals),SLERFUSDT.json,
SCRTUSDT,2024-11-21 09:30:10+00:00,SCRT,"$SLERF, $SCRT listed on Binance futures",0.338,2024-11-21T11:30:00+00:00,0.5015,0.634,0.3283,87.57,-2.87,1755.0,800.0,576.0,48 hours from listing (5m intervals),SCRTUSDT.json,
BANUSDT,2024-11-18 09:30:20+00:00,BAN,"$BAN, $AKT listed on Binance futures",0.323,2024-11-18T11:30:00+00:00,0.2488,0.3475,0.2264,7.59,-29.91,30.0,2020.0,576.0,48 hours from listing (5m intervals),BANUSDT.json,
AKTUSDT,2024-11-18 09:30:20+00:00,AKT,"$BAN, $AKT listed on Binance futures",4.348,2024-11-18T11:30:00+00:00,3.918,4.744,3.342,9.11,-23.14,795.0,0.0,576.0,48 hours from listing (5m intervals),AKTUSDT.json,
BANUSDT,2024-11-18 09:30:20+00:00,BAN,"$BAN, $AKT listed on Binance futures",0.323,2024-11-18T11:30:00+00:00,0.2488,0.3475,0.2264,7.59,-29.91,30.0,2020.0,576.0,48 hours from listing (5m intervals),BANUSDT.json,
AKTUSDT,2024-11-18 09:30:20+00:00,AKT,"$BAN, $AKT listed on Binance futures",4.348,2024-11-18T11:30:00+00:00,3.918,4.744,3.342,9.11,-23.14,795.0,0.0,576.0,48 hours from listing (5m intervals),AKTUSDT.json,
BANUSDT,2024-11-18 09:30:20+00:00,BAN,"$BAN, $AKT listed on Binance futures",0.323,2024-11-18T11:30:00+00:00,0.2488,0.3475,0.2264,7.59,-29.91,30.0,2020.0,576.0,48 hours from listing (5m intervals),BANUSDT.json,
AKTUSDT,2024-11-18 09:30:20+00:00,AKT,"$BAN, $AKT listed on Binance futures",4.348,2024-11-18T11:30:00+00:00,3.918,4.744,3.342,9.11,-23.14,795.0,0.0,576.0,48 hours from listing (5m intervals),AKTUSDT.json,
DEGENUSDT,2024-11-15 09:30:21+00:00,DEGEN,$DEGEN listed on Binance futures,0.031167,2024-11-15T11:30:00+00:00,0.023455,0.031313,0.020699,0.47,-33.59,0.0,2315.0,576.0,48 hours from listing (5m intervals),DEGENUSDT.json,
HIPPOUSDT,2024-11-13 10:30:11+00:00,HIPPO,"$HIPPO, $X listed on Binance futures",0.0222,2024-11-13T12:30:00+00:00,0.02636,0.0274,0.01645,23.42,-25.9,2755.0,840.0,576.0,48 hours from listing (5m intervals),HIPPOUSDT.json,
XUSDT,2024-11-13 10:30:11+00:00,X,"$HIPPO, $X listed on Binance futures",,,,,,,,,,,,,not currently listed on Binance futures
GRASSUSDT,2024-11-08 14:03:10+00:00,GRASS,"$GRASS, $DRIFT, $SWELL listed on Binance futures",3.5,2024-11-08T15:30:00+00:00,3.0313,3.51,2.7843,0.29,-20.45,10.0,1395.0,576.0,48 hours from listing (5m intervals),GRASSUSDT.json,
DRIFTUSDT,2024-11-08 14:03:10+00:00,DRIFT,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.9156,2024-11-08T15:45:00+00:00,1.7519,2.086,0.8899,127.83,-2.81,770.0,0.0,576.0,48 hours from listing (5m intervals),DRIFTUSDT.json,
SWELLUSDT,2024-11-08 14:03:10+00:00,SWELL,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.05068,2024-11-08T16:00:00+00:00,0.0535,0.07062,0.04308,39.34,-15.0,1135.0,90.0,576.0,48 hours from listing (5m intervals),SWELLUSDT.json,
GRASSUSDT,2024-11-08 14:03:10+00:00,GRASS,"$GRASS, $DRIFT, $SWELL listed on Binance futures",3.5,2024-11-08T15:30:00+00:00,3.0313,3.51,2.7843,0.29,-20.45,10.0,1395.0,576.0,48 hours from listing (5m intervals),GRASSUSDT.json,
DRIFTUSDT,2024-11-08 14:03:10+00:00,DRIFT,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.9156,2024-11-08T15:45:00+00:00,1.7519,2.086,0.8899,127.83,-2.81,770.0,0.0,576.0,48 hours from listing (5m intervals),DRIFTUSDT.json,
SWELLUSDT,2024-11-08 14:03:10+00:00,SWELL,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.05068,2024-11-08T16:00:00+00:00,0.0535,0.07062,0.04308,39.34,-15.0,1135.0,90.0,576.0,48 hours from listing (5m intervals),SWELLUSDT.json,
GRASSUSDT,2024-11-08 14:03:10+00:00,GRASS,"$GRASS, $DRIFT, $SWELL listed on Binance futures",3.5,2024-11-08T15:30:00+00:00,3.0313,3.51,2.7843,0.29,-20.45,10.0,1395.0,576.0,48 hours from listing (5m intervals),GRASSUSDT.json,
DRIFTUSDT,2024-11-08 14:03:10+00:00,DRIFT,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.9156,2024-11-08T15:45:00+00:00,1.7519,2.086,0.8899,127.83,-2.81,770.0,0.0,576.0,48 hours from listing (5m intervals),DRIFTUSDT.json,
SWELLUSDT,2024-11-08 14:03:10+00:00,SWELL,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.05068,2024-11-08T16:00:00+00:00,0.0535,0.07062,0.04308,39.34,-15.0,1135.0,90.0,576.0,48 hours from listing (5m intervals),SWELLUSDT.json,
GRASSUSDT,2024-11-08 14:03:10+00:00,GRASS,"$GRASS, $DRIFT, $SWELL listed on Binance futures",3.5,2024-11-08T15:30:00+00:00,3.0313,3.51,2.7843,0.29,-20.45,10.0,1395.0,576.0,48 hours from listing (5m intervals),GRASSUSDT.json,
DRIFTUSDT,2024-11-08 14:03:10+00:00,DRIFT,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.9156,2024-11-08T15:45:00+00:00,1.7519,2.086,0.8899,127.83,-2.81,770.0,0.0,576.0,48 hours from listing (5m intervals),DRIFTUSDT.json,
SWELLUSDT,2024-11-08 14:03:10+00:00,SWELL,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.05068,2024-11-08T16:00:00+00:00,0.0535,0.07062,0.04308,39.34,-15.0,1135.0,90.0,576.0,48 hours from listing (5m intervals),SWELLUSDT.json,
GRASSUSDT,2024-11-08 14:03:10+00:00,GRASS,"$GRASS, $DRIFT, $SWELL listed on Binance futures",3.5,2024-11-08T15:30:00+00:00,3.0313,3.51,2.7843,0.29,-20.45,10.0,1395.0,576.0,48 hours from listing (5m intervals),GRASSUSDT.json,
DRIFTUSDT,2024-11-08 14:03:10+00:00,DRIFT,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.9156,2024-11-08T15:45:00+00:00,1.7519,2.086,0.8899,127.83,-2.81,770.0,0.0,576.0,48 hours from listing (5m intervals),DRIFTUSDT.json,
SWELLUSDT,2024-11-08 14:03:10+00:00,SWELL,"$GRASS, $DRIFT, $SWELL listed on Binance futures",0.05068,2024-11-08T16:00:00+00:00,0.0535,0.07062,0.04308,39.34,-15.0,1135.0,90.0,576.0,48 hours from listing (5m intervals),SWELLUSDT.json,
MOGUSDT,2024-11-07 10:29:16+00:00,MOG,$MOG listed on Binance futures,,,,,,,,,,,,,not currently listed on Binance futures
MOGUSDT,2024-11-07 10:29:16+00:00,MOG,$MOG listed on Binance futures,,,,,,,,,,,,,not currently listed on Binance futures
MOGUSDT,2024-11-07 10:29:16+00:00,MOG,$MOG listed on Binance futures,,,,,,,,,,,,,not currently listed on Binance futures
PONKEUSDT,2024-11-04 10:30:29+00:00,PONKE,$PONKE listed on Binance futures,0.5005,2024-11-04T12:30:00+00:00,0.51536,0.53991,0.38888,7.87,-22.3,2865.0,565.0,576.0,48 hours from listing (5m intervals),PONKEUSDT.json,
TROYUSDT,2024-10-31 11:00:13+00:00,TROY,$TROY listed on Binance futures,0.003319,2024-10-31T13:00:00+00:00,0.002717,0.00332,0.00261,0.03,-21.36,0.0,1025.0,576.0,48 hours from listing (5m intervals),TROYUSDT.json,
SANTOSUSDT,2024-10-28 12:00:14+00:00,SANTOS,$SANTOS listed on Binance futures,6.5,2024-10-28T14:00:00+00:00,5.199,7.3,4.91,12.31,-24.46,85.0,1675.0,576.0,48 hours from listing (5m intervals),SANTOSUSDT.json,
SANTOSUSDT,2024-10-28 12:00:14+00:00,SANTOS,$SANTOS listed on Binance futures,6.5,2024-10-28T14:00:00+00:00,5.199,7.3,4.91,12.31,-24.46,85.0,1675.0,576.0,48 hours from listing (5m intervals),SANTOSUSDT.json,
SAFEUSDT,2024-10-25 10:30:11+00:00,SAFE,$SAFE listed on Binance futures,1.658,2024-10-25T12:30:00+00:00,1.3774,1.6601,1.3554,0.13,-18.25,0.0,2585.0,576.0,48 hours from listing (5m intervals),SAFEUSDT.json,
MOODENGUSDT,2024-10-25 08:00:42+00:00,MOODENG,$MOODENG listed on Binance futures: Oct 25 at 10:00 UTC,0.16443,2024-10-25T10:00:00+00:00,0.21952,0.27,0.15193,64.2,-7.6,2310.0,35.0,576.0,48 hours from listing (5m intervals),MOODENGUSDT.json,
MOODENGUSDT,2024-10-25 08:00:42+00:00,MOODENG,$MOODENG listed on Binance futures: Oct 25 at 10:00 UTC,0.16443,2024-10-25T10:00:00+00:00,0.21952,0.27,0.15193,64.2,-7.6,2310.0,35.0,576.0,48 hours from listing (5m intervals),MOODENGUSDT.json,
GOATUSDT,2024-10-24 11:34:41+00:00,GOAT,$GOAT listed on Binance futures: Oct 24 at 13:30 UTC,0.7678,2024-10-24T13:30:00+00:00,0.8194,0.8845,0.6135,15.2,-20.1,2570.0,1585.0,576.0,48 hours from listing (5m intervals),GOATUSDT.json,
GOATUSDT,2024-10-24 11:34:41+00:00,GOAT,$GOAT listed on Binance futures: Oct 24 at 13:30 UTC,0.7678,2024-10-24T13:30:00+00:00,0.8194,0.8845,0.6135,15.2,-20.1,2570.0,1585.0,576.0,48 hours from listing (5m intervals),GOATUSDT.json,
CATUSDT,2024-10-21 10:30:52+00:00,CAT,$CAT listed on Binance futures,,,,,,,,,,,,,not currently listed on Binance futures
CATUSDT,2024-10-21 10:30:52+00:00,CAT,$CAT listed on Binance futures,,,,,,,,,,,,,not currently listed on Binance futures
DIAUSDT,2024-10-02 10:32:33+00:00,DIA,$DIA listed on Binance futures: Oct 2 at 12:30 UTC,0.8207,2024-10-02T12:30:00+00:00,0.6099,0.8545,0.5705,4.12,-30.49,5.0,2190.0,576.0,48 hours from listing (5m intervals),DIAUSDT.json,
DIAUSDT,2024-10-02 10:32:33+00:00,DIA,$DIA listed on Binance futures: Oct 2 at 12:30 UTC,0.8207,2024-10-02T12:30:00+00:00,0.6099,0.8545,0.5705,4.12,-30.49,5.0,2190.0,576.0,48 hours from listing (5m intervals),DIAUSDT.json,
COSUSDT,2024-09-30 10:42:41+00:00,COS,$COS listed on Binance futures: Sep 30 at 13:00 UTC,0.008779,2024-09-30T13:00:00+00:00,0.0071,0.008779,0.007055,0.0,-19.64,0.0,2875.0,576.0,48 hours from listing (5m intervals),COSUSDT.json,
COSUSDT,2024-09-30 10:42:41+00:00,COS,$COS listed on Binance futures: Sep 30 at 13:00 UTC,0.008779,2024-09-30T13:00:00+00:00,0.0071,0.008779,0.007055,0.0,-19.64,0.0,2875.0,576.0,48 hours from listing (5m intervals),COSUSDT.json,
REIUSDT,2024-09-27 09:01:03+00:00,REI,$REI listed on Binance futures: Sep 27 at 11:00 UTC,0.073,2024-09-27T11:00:00+00:00,0.06293,0.073,0.06182,0.0,-15.32,0.0,2725.0,576.0,48 hours from listing (5m intervals),REIUSDT.json,
LOKAUSDT,2024-09-24 09:30:21+00:00,LOKA,$LOKA listed on Binance futures,0.2793,2024-09-24T11:30:00+00:00,0.2484,0.2824,0.2368,1.11,-15.22,0.0,2140.0,576.0,48 hours from listing (5m intervals),LOKAUSDT.json,
LOKAUSDT,2024-09-24 09:30:21+00:00,LOKA,$LOKA listed on Binance futures,0.2793,2024-09-24T11:30:00+00:00,0.2484,0.2824,0.2368,1.11,-15.22,0.0,2140.0,576.0,48 hours from listing (5m intervals),LOKAUSDT.json,
GHSTUSDT,2024-09-23 11:00:26+00:00,GHST,$GHST listed on Binance futures: Sep 23 at 13:00 UTC,1.16,2024-09-23T13:00:00+00:00,1.077,1.238,1.05,6.72,-9.48,825.0,190.0,576.0,48 hours from listing (5m intervals),GHSTUSDT.json,
GHSTUSDT,2024-09-23 11:00:26+00:00,GHST,$GHST listed on Binance futures: Sep 23 at 13:00 UTC,1.16,2024-09-23T13:00:00+00:00,1.077,1.238,1.05,6.72,-9.48,825.0,190.0,576.0,48 hours from listing (5m intervals),GHSTUSDT.json,
FIOUSDT,2024-09-20 09:30:24+00:00,FIO,$FIO listed on Binance futures,0.4999,2024-09-20T11:30:00+00:00,0.03703,0.4999,0.03572,0.0,-92.85,0.0,2460.0,576.0,48 hours from listing (5m intervals),FIOUSDT.json,
FIDAUSDT,2024-09-19 10:30:38+00:00,FIDA,$FIDA listed on Binance futures: Sep 19 at 12:30 UTC,0.3012,2024-09-19T12:30:00+00:00,0.3151,0.4432,0.2946,47.14,-2.19,50.0,0.0,576.0,48 hours from listing (5m intervals),FIDAUSDT.json,
FIDAUSDT,2024-09-19 10:30:38+00:00,FIDA,$FIDA listed on Binance futures: Sep 19 at 12:30 UTC,0.3012,2024-09-19T12:30:00+00:00,0.3151,0.4432,0.2946,47.14,-2.19,50.0,0.0,576.0,48 hours from listing (5m intervals),FIDAUSDT.json,
KDAUSDT,2024-09-18 11:30:15+00:00,KDA,$KDA listed on Binance futures: Sep 18 at 13:30 UTC,0.6008,2024-09-18T13:30:00+00:00,0.6117,0.7277,0.5777,21.12,-3.84,665.0,110.0,576.0,48 hours from listing (5m intervals),KDAUSDT.json,
KDAUSDT,2024-09-18 11:30:15+00:00,KDA,$KDA listed on Binance futures: Sep 18 at 13:30 UTC,0.6008,2024-09-18T13:30:00+00:00,0.6117,0.7277,0.5777,21.12,-3.84,665.0,110.0,576.0,48 hours from listing (5m intervals),KDAUSDT.json,
CATIUSDT,2024-09-16 10:30:12+00:00,CATI,"$CATI, $HMSTR listed on Binance futures: Sep 20 at 10:30 UTC",0.9406,2024-09-20T11:30:00+00:00,0.8431,1.124,0.8107,19.5,-13.81,90.0,535.0,576.0,48 hours from listing (5m intervals),CATIUSDT.json,
HMSTRUSDT,2024-09-16 10:30:12+00:00,HMSTR,"$CATI, $HMSTR listed on Binance futures: Sep 20 at 10:30 UTC",0.00887,2024-09-26T12:30:00+00:00,0.006517,0.00912,0.006064,2.82,-31.63,40.0,475.0,576.0,48 hours from listing (5m intervals),HMSTRUSDT.json,
CATIUSDT,2024-09-16 10:30:12+00:00,CATI,"$CATI, $HMSTR listed on Binance futures: Sep 20 at 10:30 UTC",0.9406,2024-09-20T11:30:00+00:00,0.8431,1.124,0.8107,19.5,-13.81,90.0,535.0,576.0,48 hours from listing (5m intervals),CATIUSDT.json,
HMSTRUSDT,2024-09-16 10:30:12+00:00,HMSTR,"$CATI, $HMSTR listed on Binance futures: Sep 20 at 10:30 UTC",0.00887,2024-09-26T12:30:00+00:00,0.006517,0.00912,0.006064,2.82,-31.63,40.0,475.0,576.0,48 hours from listing (5m intervals),HMSTRUSDT.json,
NEIROUSDT,2024-09-16 08:30:46+00:00,NEIRO,"$NEIRO, $1MBABYDOGE listed on Binance futures: Sep 16 at 11:30 UTC",0.0003555,2024-09-16T11:30:00+00:00,0.0008304,0.000909,0.0003058,155.7,-13.98,2850.0,55.0,576.0,48 hours from listing (5m intervals),NEIROUSDT.json,
1MBABYDOGEUSDT,2024-09-16 08:30:46+00:00,1MBABYDOGE,"$NEIRO, $1MBABYDOGE listed on Binance futures: Sep 16 at 11:30 UTC",0.0015965,2024-09-16T11:35:00+00:00,0.00224,0.002455,0.0015269,53.77,-4.36,2250.0,0.0,576.0,48 hours from listing (5m intervals),1MBABYDOGEUSDT.json,
NEIROUSDT,2024-09-16 08:30:46+00:00,NEIRO,"$NEIRO, $1MBABYDOGE listed on Binance futures: Sep 16 at 11:30 UTC",0.0003555,2024-09-16T11:30:00+00:00,0.0008304,0.000909,0.0003058,155.7,-13.98,2850.0,55.0,576.0,48 hours from listing (5m intervals),NEIROUSDT.json,
1MBABYDOGEUSDT,2024-09-16 08:30:46+00:00,1MBABYDOGE,"$NEIRO, $1MBABYDOGE listed on Binance futures: Sep 16 at 11:30 UTC",0.0015965,2024-09-16T11:35:00+00:00,0.00224,0.002455,0.0015269,53.77,-4.36,2250.0,0.0,576.0,48 hours from listing (5m intervals),1MBABYDOGEUSDT.json,
NEIROUSDT,2024-09-16 08:30:46+00:00,NEIRO,"$NEIRO, $1MBABYDOGE listed on Binance futures: Sep 16 at 11:30 UTC",0.0003555,2024-09-16T11:30:00+00:00,0.0008304,0.000909,0.0003058,155.7,-13.98,2850.0,55.0,576.0,48 hours from listing (5m intervals),NEIROUSDT.json,
1MBABYDOGEUSDT,2024-09-16 08:30:46+00:00,1MBABYDOGE,"$NEIRO, $1MBABYDOGE listed on Binance futures: Sep 16 at 11:30 UTC",0.0015965,2024-09-16T11:35:00+00:00,0.00224,0.002455,0.0015269,53.77,-4.36,2250.0,0.0,576.0,48 hours from listing (5m intervals),1MBABYDOGEUSDT.json,
UXLINKUSDT,2024-09-15 13:04:59+00:00,UXLINK,$UXLINK listed on Binance futures,0.39,2024-09-15T15:00:00+00:00,0.5244,0.5355,0.3586,37.31,-8.05,2835.0,675.0,576.0,48 hours from listing (5m intervals),UXLINKUSDT.json,
UXLINKUSDT,2024-09-15 13:04:59+00:00,UXLINK,$UXLINK listed on Binance futures,0.39,2024-09-15T15:00:00+00:00,0.5244,0.5355,0.3586,37.31,-8.05,2835.0,675.0,576.0,48 hours from listing (5m intervals),UXLINKUSDT.json,
AERGOUSDT,2024-09-10 10:15:14+00:00,AERGO,$AERGO listed on Binance futures: Sep 10 at 12:15 UTC,0.328,2025-04-16T11:00:00+00:00,0.23546,0.43,0.11573,31.1,-64.72,0.0,800.0,576.0,48 hours from listing (5m intervals),AERGOUSDT.json,
RPLUSDT,2024-09-09 10:30:20+00:00,RPL,$RPL listed on Binance futures: Sep 9 at 12:30 UTC,11.93,2024-09-09T12:30:00+00:00,10.28,12.42,10.2,4.11,-14.5,10.0,2855.0,576.0,48 hours from listing (5m intervals),RPLUSDT.json,
NEIROETHUSDT,2024-09-06 13:00:30+00:00,NEIROETH,$NEIROETH listed on Binance futures: Sep 6 at 14:00 UTC,0.1565,2024-09-06T14:00:00+00:00,0.1328,0.181,0.118,15.65,-24.6,990.0,420.0,576.0,48 hours from listing (5m intervals),NEIROETHUSDT.json,
